,Tweet_id,Tweet_date,Author_id,Username,Author_description,Author_location,Author_followers,Author_following_count,Author_tweet_count,Tweet_content,Tweet_URL,Author_image_URL
13,1566725557311741954,2022-09-05 09:50:55+00:00,2464408760,gudrun_lotze,"X-ray physicist w/ love for in situ experiments with nano beams. Enjoys scattering, diffraction, instrumentation, programming. 🚴‍♀️🏊‍♀️⛷🌲🥾🧩",,447,1265,7295,"The LSF community is confronted with TB of data but suffers from lack of knowledgeable data scientists. #SNI2022 @starkwatzinger If you want results to come out, maybe it is time to invest in scientists for a change! #ichbinhanna",https://twitter.com/gudrun_lotze/status/1566725557311741954,https://pbs.twimg.com/profile_images/1387470883531468804/41xGqKeY_normal.jpg
14,1565389054614577152,2022-09-01 17:20:08+00:00,1552658634802438145,tiredcoachphd,🎓 translating German academia bc no one did it for me  🌎 #GlobalMajority PhD candidate  #IchbinHanna #IchbinReyhan,,32,158,301,"visa insecurity, colonial mindset &amp; research practice, academic bullying and #IchbinHanna + #IchbinReyhan. I'd be psyched to see an honest discussion of how those topics tie into attracting talent, bc being a researcher from the Global South can be a real fckg doozey here.

2/2",https://twitter.com/tiredcoachphd/status/1565389054614577152,https://pbs.twimg.com/profile_images/1555295984548208640/tnwjdFWG_normal.jpg
15,1562113693382545410,2022-08-23 16:25:01+00:00,3878375483,Chrisl7000,"Film History. Exile Studies. Science Policy.
Betriebsrat @univienna
Präsident @IGLektorInnen
""I'm a troublemaker, never been a faker."" (Weezer)","Wien, Österreich",1973,1826,31126,"@NGA_Wiss ""Resilienz als Qualifikation"" oder Greetings from hell from Deutscher Anglistenverband.
#IchBinHanna #IchbinReyhan",https://twitter.com/Chrisl7000/status/1562113693382545410,https://pbs.twimg.com/profile_images/1558092431362490368/Vv6096Xe_normal.jpg
16,1559263150557511681,2022-08-15 19:37:59+00:00,4872233062,diballestero,"Anthropologist/Decolonialism/Provenance research
Contributing editor @mainlymuseums
https://t.co/ajVfh2v5ua
https://t.co/Hjati84Pz6",,1462,1619,8779,"#IchbinHanna
The response of the stricken German academic middle class seems to be charity. Understand that this is an elitist act that is exercised vertically from above. We stand for a solidarity struggle, i.e. a collective, egalitarian and bottom-up act.",https://twitter.com/diballestero/status/1559263150557511681,https://pbs.twimg.com/profile_images/1493338258125860867/42s7I4ra_normal.jpg
17,1558760212932206592,2022-08-14 10:19:29+00:00,2464408760,gudrun_lotze,"X-ray physicist w/ love for in situ experiments with nano beams. Enjoys scattering, diffraction, instrumentation, programming. 🚴‍♀️🏊‍♀️⛷🌲🥾🧩",,447,1265,7295,"@Goerlitzer_etal @Simon_Hammann @Jana_lytic @Leopoldina I think what is importan for the Dt. Rentenversicherung is that you paid minimum 5 years in. Contributions from other countries count. But to get a German pension later, one has to live there imho. That is also not ok for #ichbinhanna.",https://twitter.com/gudrun_lotze/status/1558760212932206592,https://pbs.twimg.com/profile_images/1387470883531468804/41xGqKeY_normal.jpg
18,1550103219510153216,2022-07-21 12:59:41+00:00,842421925624328193,NGA_Wiss,"Das »Netzwerk für Gute Arbeit in der Wissenschaft« (NGAWiss) macht die Stimmen von Initiativen und Aktiven im Mittelbau hörbar.

Mastodon: @NGAWiss@mstdn.social",Deutschland,5310,453,3444,"Brilliant template for your absence notifications (especially those of profs 😇)
""Thank you for your email. Please note that I am frequently away from my desk doing non-academic things, so my response may be delayed."" 1/6

#IchbinReyhan #IchbinHanna #WissZeitVG #WissSystemfehler",https://twitter.com/NGA_Wiss/status/1550103219510153216,https://pbs.twimg.com/profile_images/1363927243215560704/tRV1Md3R_normal.jpg
19,1549305313538473984,2022-07-19 08:09:06+00:00,1321226643147526148,Georg_Agricola,"Here, the #researchmanagement @thgabochum twitters as their patron Georg Agricola #THGAresearch #THGAtransfer #futuresince1816 #scicomm #missioperendie","Bochum, Deutschland",233,1234,616,"As it will be one of the hottest days today and you will surely need to take a break from your work, why not think of a friend you can shoot an E-Mail to NOW? I would send one to #ErasmusofRotterdam to talk about #climatechange, #ichbinhanna, #mentalhealth, and #fundingresearch https://t.co/3il5kzxuUW",https://twitter.com/Georg_Agricola/status/1549305313538473984,https://pbs.twimg.com/profile_images/1357052644704010241/1wXDuNeP_normal.jpg
20,1548021273887879169,2022-07-15 19:06:47+00:00,1534770179149897729,SaultoPaul_Hub,"Theology Hub.
Follow us for news, open positions, discussions, events for #theology academics
#oldtestament #hebrewbible #newtestament #biblicalstudies #postdoc",UK & Germany most of the time,102,198,331,"From your experience: Which way is more likely to lead to a professorship? In a field with few chairs but less competition or many chairs but high competition?

#AcademicChatter #ecrchat #phdlife #PhdChat #AcademicTwitter #postdoc #IchBinHanna #theobubble",https://twitter.com/SaultoPaul_Hub/status/1548021273887879169,https://pbs.twimg.com/profile_images/1534819081328676872/051M3Y_N_normal.jpg
21,1546756186472603648,2022-07-12 07:19:46+00:00,1336043625491394561,MorcilloLaiz,Researcher @scriptsberlin | formerly @WZB_Berlin | @the_IAS | @CIDE_MX | International & social theory | (Social) Science History | (German) Adjuncts.,Bookshop,234,389,453,"Analysis | People from elite backgrounds increasingly dominate academia, data shows https://t.co/r7uWYdvuoW 

#ichbinhanna #IchbinReyhan #AcademicTwitter #AcademicChatter #firstgen 

Without paywall: https://t.co/TF7toSkhiB",https://twitter.com/MorcilloLaiz/status/1546756186472603648,https://pbs.twimg.com/profile_images/1336045481114431490/AaJU_lO4_normal.png
22,1546013377578774528,2022-07-10 06:08:07+00:00,1501041268071280640,acklotz,"Researching the Shoah, East European, Jewish & migrant history @HebrewU. Proud Ex-Unit Chair of @UAW5810 @UCBerkeley. Feminist, Firstgen, Activist.💄👩🏻‍🎓🌹",Jerusalem/Berlin,905,801,1015,"Listen to what my dear friend &amp; colleague @LaurienVastenh1 is saying about academia becoming (again) more &amp; more a playground for people with privileged backgrounds, because scholars from underprivileged backgrounds can’t afford to participate anymore. #IchBinHanna #firstgen https://t.co/PZe43K0icI",https://twitter.com/acklotz/status/1546013377578774528,https://pbs.twimg.com/profile_images/1533680929960386561/YDQEj7kg_normal.jpg
23,1545473178532605952,2022-07-08 18:21:33+00:00,1501041268071280640,acklotz,"Researching the Shoah, East European, Jewish & migrant history @HebrewU. Proud Ex-Unit Chair of @UAW5810 @UCBerkeley. Feminist, Firstgen, Activist.💄👩🏻‍🎓🌹",Jerusalem/Berlin,905,801,1015,Yes! #hannaorganisiertsich finally! Join the union! It’s time! Academic researchers in England and the States are leading the way in how to do this. We can profit from an international exchange (see eg @UAW5810) - this is a global phenomena! #unionyes #IchBinHanna #WissZeitVG https://t.co/E6nnVxc9s7,https://twitter.com/acklotz/status/1545473178532605952,https://pbs.twimg.com/profile_images/1533680929960386561/YDQEj7kg_normal.jpg
24,1545457889636241412,2022-07-08 17:20:48+00:00,375139251,silviasteiningr,"Hermione Granger @MPILheidelberg, @reconstitutEU fellow 22/23, @ESILEarlyCareer. International law, interdisciplinarity, and ice cream + 🐶💜","Heidelberg, Deutschland",4727,2999,6569,"The German Academic Exchange Service (largest supporter of international exchange to/from 🇩🇪) warns that it might cut ALL short-term funds, including travel and conference grants that are usually the main funding option for #ECR #IchBinHanna at 🇩🇪universities 🤯 https://t.co/3cJZfslfRj",https://twitter.com/silviasteiningr/status/1545457889636241412,https://pbs.twimg.com/profile_images/1532032477321125890/ndIf6iQS_normal.jpg
25,1544761861106720768,2022-07-06 19:15:02+00:00,1096328539,HenningSchroed1,Dual citizen and currently “A German in Minneapolis” although right now I’d rather be “An American in Paris.” https://t.co/JXqBUhantr,"Minneapolis, MN",124,110,1035,"You got a letter from a #German university? Why didn’t they use one of the many fax 📠 machines that are still popular in #Germany?
#IchBinHanna https://t.co/x5ZU4atm4K",https://twitter.com/HenningSchroed1/status/1544761861106720768,https://pbs.twimg.com/profile_images/1007628797510758400/qu-4G9N0_normal.jpg
26,1544383996792012802,2022-07-05 18:13:32+00:00,2895828953,dominikhhh,curator & historian . co-founder @CollectionEcol1 & mentor @ersteanderuni . will be leaving both #academia & #twitter . wish us luck! 😁,"Hamburg, Deutschland",2867,2827,12142,"Today, more than 29 months after I handed in my application I got a letter from a German university that I was the runner up for a professorship. Happy that I made it that far but the time this took 😱! Do better German #academia #WissSystemFehler #IchbinHanna #IchBinReyhan",https://twitter.com/dominikhhh/status/1544383996792012802,https://pbs.twimg.com/profile_images/1242056417223356416/ai8iR1R0_normal.jpg
27,1543722972535570432,2022-07-03 22:26:52+00:00,752878315644579840,AnjaOnly,"Here: Anthropologist, mostly. Interested in STS, environmental anthropology, complexity science, computer simulation + modeling.  @AnjaKlein@mastodon.online","Berlin, Deutschland",263,903,1835,"""Academic conferences are predominantly built upon exploitation. From the fee they charge, to the labour exploitation of those on: the organising committee giving their free time and resources, the over worked and under paid conference managers and administrators"" #ichbinHanna https://t.co/MaZQzaMSMT",https://twitter.com/AnjaOnly/status/1543722972535570432,https://pbs.twimg.com/profile_images/1251882035070763015/gBTX2PON_normal.jpg
28,1543629461140262913,2022-07-03 16:15:17+00:00,2979552489,gruber_wolfgang,father of two wonderful daughters / global environmental history lecturer / higher education expert at universities / Ars Docendi laureate 2019 / organic farmer,Silva Nortica / Austria,608,1017,573,"I just activated my first homepage: https://t.co/7aSXnAj5ZY 
It was necessary to do that because after ten years I was just fired from my job&amp;now I am forced to search something new. Please see that the homepage as my possibility to react on my growing insecurity. #IchbinHanna https://t.co/NlWRKOh3uP",https://twitter.com/gruber_wolfgang/status/1543629461140262913,https://pbs.twimg.com/profile_images/643887323055308800/V_r1Q74A_normal.jpg
29,1542446132185407488,2022-06-30 09:53:09+00:00,618137409,APoetsch,"Computational biologist at Biotec TU Dresden and NCT. I am curious how mutations happen, why damage and mutagenesis differ a lot from place to place.","Dresden, Germany",764,612,1309,"I have just read this article: https://t.co/Kd6RophHRj

Pressuring #IchBinHanna from 12 years into 10 is the opposite from what we need. This will kill interdisciplinary careers, like application of #AI, etc.  
@HRK_aktuell, @anja_steinbeck: Please don't do this!",https://twitter.com/APoetsch/status/1542446132185407488,https://pbs.twimg.com/profile_images/1283738455739170816/gHbgcahH_normal.jpg
30,1541812030688137219,2022-06-28 15:53:28+00:00,1431698938608947204,TartsOrez,Nerd Full Spectrum,Germany,32,57,4137,@Stefan_W_Hell Do you think this would improve the German academic system? Question from a colleague! #ichbinhanna #WissZeitVG https://t.co/JyfE6b8gia,https://twitter.com/TartsOrez/status/1541812030688137219,https://pbs.twimg.com/profile_images/1431701279894560771/SmQ462A__normal.jpg
31,1541798027282767873,2022-06-28 14:57:49+00:00,919148676005744640,b_rosen_baum,"Mathematician turned to computational and theoretical Ecology: 
population dynamics, food webs, Bayesian statistics, parameter estimation  
@idiv  @EcoNetLab","Leipzig, Germany",363,689,279,"We are past dialogue with them. #IchBinHanna has presented all their arguments, and HRK has their neoliberal agenda. The question is: how to proceed from here?",https://twitter.com/b_rosen_baum/status/1541798027282767873,https://pbs.twimg.com/profile_images/1235945598563606530/H1YxETHS_normal.jpg
32,1541751254652706816,2022-06-28 11:51:58+00:00,1193209117042761734,patrickfwolf,"Robotics researcher with a focus on off-road perception, control & simulation of autonomous vehicles. Postdoc at @RRLab_tuk, @uni_kl.","Kaiserslautern, Deutschland",150,321,806,"@historiavocis @KB_Neal True 👆. It also means you better stop arguing with your Professor if you want to see a future extension. It also does not consider the family's needs or anything else, preventing you from working (more than) 100%. #IchBinHanna",https://twitter.com/patrickfwolf/status/1541751254652706816,https://pbs.twimg.com/profile_images/1301083020531769345/49jrKBAj_normal.jpg
33,1541724685326483457,2022-06-28 10:06:23+00:00,1193209117042761734,patrickfwolf,"Robotics researcher with a focus on off-road perception, control & simulation of autonomous vehicles. Postdoc at @RRLab_tuk, @uni_kl.","Kaiserslautern, Deutschland",150,321,806,"There are plans for German academia to reduce the maximum allowed employability time as a researcher to 10 years starting from your first contract. People are outraged. Help to spread the word and support Hanna. #IchBinHanna #AcademicTwitter #PhDVoice
https://t.co/V1Qp3Pb9LE",https://twitter.com/patrickfwolf/status/1541724685326483457,https://pbs.twimg.com/profile_images/1301083020531769345/49jrKBAj_normal.jpg
34,1541412450494554115,2022-06-27 13:25:40+00:00,1521918599451103232,BabyEnts,"BabyEnt live in the Fargorn Forest. They are a young breed of ENTS. They have a goal to protect forests ...
#NFTCommunity #NFTProjects #NFTGame #metavers",,113,21,611,"Hey
You can get this #nft from the @opensea site.
Price Floor : 0.003 #wEth
#HabeckRuecktritt #IchBinHanna https://t.co/DPQp9nJAvS",https://twitter.com/BabyEnts/status/1541412450494554115,https://pbs.twimg.com/profile_images/1524847982100856840/L6-tfeer_normal.jpg
35,1541384773393842177,2022-06-27 11:35:42+00:00,2447298470,angoerg,"#PhDing at @viadrina | #migration governance, comparative pol | #QCA, #R, Process Tracing | becoming a research #methods-aficionado | co-founder of #MIGRAKOLLOQ",Berlin,120,503,311,"But, to look at the positive here: I was lucky that there are institutions that funded this methods training for me. That is far from self-evident. #IchBinHanna #phdchat",https://twitter.com/angoerg/status/1541384773393842177,https://pbs.twimg.com/profile_images/1238054181619085312/SFD2wFQd_normal.jpg
36,1541374409734324226,2022-06-27 10:54:31+00:00,1262084919360192513,GravityGrinch,observational cosmologist -- the particle horizon is the limit!,,81,200,920,"Here is my contribution to #IchBinHanna:
https://t.co/WfFYb0sfx1
As I learnt from @lindaunobel, it seems to take a Nobel Prize to get acknowledgement for innovative high-risk-high-gain methods. The money I could use to develop sustainable methods for cosmology, goes into AI...",https://twitter.com/GravityGrinch/status/1541374409734324226,https://pbs.twimg.com/profile_images/1262085302086258689/kWy9wsVO_normal.jpg
37,1541355914518724608,2022-06-27 09:41:01+00:00,823104849466290176,clairemmassey,"creator @literarytejas Insta @mappingliterarytejas | manager @HBorderlands | #BlackLivesMatter | 🇵🇸 | “Nobody's free until everybody's free"" Fannie Lou Hamer",British in Germany,1323,979,19506,"During PhD journey at a German uni, I heard ""Who needs a permanent position anyway?"" (this from a ""progressive"" chair who, I was told, extends contracts ""if they like you""), and another chair who said, ""Why do they want a PhD, why don't they just write a book?"" #IchbinHanna",https://twitter.com/clairemmassey/status/1541355914518724608,https://pbs.twimg.com/profile_images/1156475281420541952/FU2tLCzQ_normal.jpg
38,1541332759213473792,2022-06-27 08:09:01+00:00,114774406,jenniferhenkeHB,literary & cultural studies scholar | #firstgen interim prof | #medicalhumanities | also middle-aged #ichbinhanna in solidarity with #ichbinreyhan | typos mine,,2354,1670,10908,"Heartwarming message from a sci &amp; tech student: ""I wanted to thank you for the great course! It was so refreshing and I learned a great number of things."" This is why the humanities matter and why we should aim at interdisciplinary teaching. Tja. #IchBinHanna #IchBinReyhan",https://twitter.com/jenniferhenkeHB/status/1541332759213473792,https://pbs.twimg.com/profile_images/1584146892035874816/I-3QPZjR_normal.jpg
39,1540806705042309120,2022-06-25 21:18:39+00:00,1020331794305085440,michael_gerloff,"ENG Biochemist, interested in stem cells & differentiation. Passion for photography
D Biochemiker, Interesse an Stammzellen und Differenzierung. Hobbyphotograph","Berlin, Germany",229,215,2402,"@BeckerLabCRTD @jvveenvliet Germany could be a great place to do science for some but not for all.
You didn't mention #WissZeitVG &amp; #IchBinHanna for example.
Don't have a permanent position 12 years after your Masters? You're out. Also there are virtually no permanent positions apart from full professorship",https://twitter.com/michael_gerloff/status/1540806705042309120,https://pbs.twimg.com/profile_images/1021359611247579136/YNEC9ETZ_normal.jpg
40,1537741998370836482,2022-06-17 10:20:36+00:00,869954424730525698,bioDGPs_DGPA,Shared account: Biological Psychology and Neuropsychology section of the German Psychological Society (DGPs) and German Society for Psychophysiology (DGPA),Germany,2936,1127,5581,"The ECR Roundtable is now going on. We discuss the topics diversity &amp; inclusion, work-life balance, open science, and the WissZeitVG/#IchbinHanna with @GesaHartwigsen, Johannes Hewig, Christian Metz, &amp; @NeuroBarbara sharing concerns from the perspective of ECRs. https://t.co/sa4BIOgGaC",https://twitter.com/bioDGPs_DGPA/status/1537741998370836482,https://pbs.twimg.com/profile_images/1004371818738745345/Vr-I1XPZ_normal.jpg
41,1536336339368652801,2022-06-13 13:15:01+00:00,422557080,DevilDoctoressa,"Americanist, president of the German Association of American Studies, intrigued by modernist dance troupes, annoyed by many things. She/her.",,484,252,576,"Back from #DGfA2022, overwhelmed and grateful for all the input. We’ll continue to work at #ichbinhanna, #mentoring, healthy conferencing and diversity representation. Should we keep the award ceremony at the end or move it back to the beginning?",https://twitter.com/DevilDoctoressa/status/1536336339368652801,https://pbs.twimg.com/profile_images/1511703120132329473/qdoGH4q8_normal.jpg
42,1535698834604625923,2022-06-11 19:01:48+00:00,79805068,PschorrSimon,"Abgeordneter Praktiker @UniKonstanz, #JurisPR StrafR, Fachgruppensprecher Strafrecht der #NRV, Hochschularbeitsrecht in Geis: Hochschulrecht, #TeamResopal","Konstanz, Deutschland",1407,546,4537,From @frkirsche als abschreckende Beispiel für #IchBinHanna @AmreiBahr @SebastianKubon @DrKEichhorn @gew_bund @NGA_Wiss,https://twitter.com/PschorrSimon/status/1535698834604625923,https://pbs.twimg.com/profile_images/1504819396531081217/RHQsqyKo_normal.jpg
43,1534056210361614337,2022-06-07 06:14:36+00:00,881836023755534338,LariosBor,"Friend, Husband, Dad, long-life Student, and Scholar of South Asia @univienna ~
Author of 'Embodying the Vedas' OA @degruyterOA","Vienna, Austria",493,1186,526,"After weeks of running around from conference to conference and talk to talk, I am taking the day off to take care of my little one. She is down with a nasty infection. The anxiety to take care of a loved one with a growing list of to-dos is definitely not healthy #IchbinHanna https://t.co/LoUguavA0f",https://twitter.com/LariosBor/status/1534056210361614337,https://pbs.twimg.com/profile_images/1582475848761876480/Wajm_tKW_normal.jpg
44,1528045862072508417,2022-05-21 16:11:37+00:00,950147976,SofiaPazzagli,PostDoc @HumboldtUni in quantum nanophotonics | fluo organic nanoparticles & 2D materials & 🎬 | STEMinist | @FridayLightTalk and #BerlinPostDocDay | she/her,"Berlin, Deutschland",251,1071,378,"📢 From Twitter to @Nature 📢

our discussion on the urgent need for academia to question its methods and priorities continues reaching out! 

Still a long way to go… what’s the next step, @AcademicChatter? 

#IchbinHanna 
@PhDVoice @FMP_MDC_PDA 
@PostdocVoice https://t.co/NGkbamk9LD",https://twitter.com/SofiaPazzagli/status/1528045862072508417,https://pbs.twimg.com/profile_images/1495077342418550789/n2iYYp4f_normal.jpg
45,1527662315436445697,2022-05-20 14:47:33+00:00,1062957823330521088,MPGpostdocnet,A supportive network for postdocs throughout the MPS to fulfill our needs and to set groundwork for future postdocs.,Germany,3909,523,2270,"More info in English on the background to #ichbinhanna, from the originators of the hashtag: https://t.co/lgCJuHtm8Y 
/4",https://twitter.com/MPGpostdocnet/status/1527662315436445697,https://pbs.twimg.com/profile_images/1225760074364264449/WgTAzOVu_normal.jpg
46,1527579220854988801,2022-05-20 09:17:21+00:00,1461406168128143371,BarbaraGoe1984,Microbiologist,,11,29,10,"Watching the evaluation of the @BMBF_Bund on the #WissZeitVG and to me within the statement it sounded like responsibility is put on the research institutions but at the same time, they suffer from many financial cuttings. How exactly shall that work? #IchbinHanna",https://twitter.com/BarbaraGoe1984/status/1527579220854988801,https://pbs.twimg.com/profile_images/1570130494242553856/M20ISvxv_normal.jpg
47,1525514278278729728,2022-05-14 16:32:01+00:00,1232051952,AndreeaScacioc,"Feminist, leftist, vegan, structural biologist and justice fighter.
I stand against #academicbullies
Opinions my own.
she/her","Oxford, England",500,599,3158,"Another brilliant piece from @Kristin_Haug within the #ichbinhanna series.

I was just discussing with an @UCU comrade about the working hours directive and how it can be applied to the high workload in academia. Apparently, our chat is international
https://t.co/cC4wof21lq https://t.co/hQVbEnRP0B",https://twitter.com/AndreeaScacioc/status/1525514278278729728,https://pbs.twimg.com/profile_images/1581271660329590785/iVm6bFXA_normal.jpg
